dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10
NF-Corpus,PLAIN-3161,0.48746978596465146,1.0,0.06976744186046512,0.1775,0.439895152209025,0.5,0.11627906976744186,0.24444444444444446,-0.04757463375562648,-0.5,0.046511627906976744,0.06694444444444447
NF-Corpus,PLAIN-3171,0.2014039724944524,0.3333333333333333,0.08823529411764706,0.09166666666666665,0.29266362290093084,1.0,0.08823529411764706,0.15857142857142856,0.09125965040647843,0.6666666666666667,0.0,0.06690476190476191
NF-Corpus,PLAIN-3181,0.0,0.0,0.0,0.0,0.22400556151517553,0.5,0.07407407407407407,0.09,0.22400556151517553,0.5,0.07407407407407407,0.09
NF-Corpus,PLAIN-3191,0.09681446384354929,0.2,0.125,0.042222222222222223,0.054446697840052224,0.2,0.0625,0.02,-0.042367766003497065,0.0,-0.0625,-0.022222222222222223
NF-Corpus,PLAIN-3201,0.25660478003987325,0.2,0.09375,0.08607142857142858,0.3607790370815594,1.0,0.03125,0.1,0.10417425704168615,0.8,-0.0625,0.013928571428571429
NF-Corpus,PLAIN-3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3251,0.060129839513593235,0.14285714285714285,0.047619047619047616,0.014285714285714285,0.07768953695765952,0.25,0.047619047619047616,0.025,0.01755969744406629,0.10714285714285715,0.0,0.010714285714285716
NF-Corpus,PLAIN-3261,0.09988280114199435,0.14285714285714285,0.07692307692307693,0.014285714285714285,0.10673691490577927,0.16666666666666666,0.07692307692307693,0.016666666666666666,0.006854113763784919,0.023809523809523808,0.0,0.002380952380952381
NF-Corpus,PLAIN-3271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3281,0.3239134396887189,1.0,0.038461538461538464,0.1,0.19635865514018222,0.3333333333333333,0.07692307692307693,0.06666666666666667,-0.12755478454853666,-0.6666666666666667,0.038461538461538464,-0.03333333333333334
NF-Corpus,PLAIN-3292,0.5279127445637272,1.0,0.5714285714285714,0.37142857142857144,0.4090134284223906,0.25,0.5714285714285714,0.22551020408163264,-0.11889931614133659,-0.75,0.0,-0.1459183673469388
NF-Corpus,PLAIN-3302,0.29420263302058774,1.0,0.05405405405405406,0.2,0.0,0.0,0.0,0.0,-0.29420263302058774,-1.0,-0.05405405405405406,-0.2
NF-Corpus,PLAIN-3312,0.12065389290783826,0.16666666666666666,0.15384615384615385,0.041666666666666664,0.28232225823355495,0.3333333333333333,0.3076923076923077,0.15666666666666665,0.16166836532571668,0.16666666666666666,0.15384615384615385,0.11499999999999999
NF-Corpus,PLAIN-3322,0.08514311764162098,0.2,0.012658227848101266,0.02,0.1610425878239398,0.25,0.02531645569620253,0.04722222222222222,0.07589947018231881,0.04999999999999999,0.012658227848101266,0.02722222222222222
NF-Corpus,PLAIN-3332,0.3721021666737136,1.0,0.21428571428571427,0.16999999999999998,0.38439739229097764,1.0,0.21428571428571427,0.3,0.012295225617264038,0.0,0.0,0.13
NF-Corpus,PLAIN-3342,0.6364391809889587,1.0,0.6666666666666666,0.4444444444444444,0.15642624200758548,0.14285714285714285,0.3333333333333333,0.047619047619047616,-0.4800129389813732,-0.8571428571428572,-0.3333333333333333,-0.3968253968253968
NF-Corpus,PLAIN-3352,0.0,0.0,0.0,0.0,0.16195671984435944,1.0,0.02564102564102564,0.1,0.16195671984435944,1.0,0.02564102564102564,0.1
NF-Corpus,PLAIN-3362,0.5880534728737216,1.0,0.2727272727272727,0.3,0.5880534728737216,1.0,0.2727272727272727,0.3,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3382,0.2684006981258608,1.0,0.21428571428571427,0.16666666666666666,0.5768260756109673,1.0,0.2857142857142857,0.4,0.3084253774851065,0.0,0.07142857142857142,0.23333333333333336
NF-Corpus,PLAIN-3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,PLAIN-3402,0.0,0.0,0.0,0.0,0.08514311764162098,0.2,0.07142857142857142,0.02,0.08514311764162098,0.2,0.07142857142857142,0.02
NF-Corpus,PLAIN-3412,0.2684006981258608,1.0,0.061224489795918366,0.16666666666666666,0.16195671984435944,1.0,0.02040816326530612,0.1,-0.10644397828150137,0.0,-0.04081632653061225,-0.06666666666666665
NF-Corpus,PLAIN-3422,0.03542769807752961,0.1111111111111111,0.03225806451612903,0.01111111111111111,0.30793074344000987,1.0,0.0967741935483871,0.15833333333333333,0.27250304536248027,0.8888888888888888,0.06451612903225806,0.14722222222222223
NF-Corpus,PLAIN-3432,0.28323251649726616,0.3333333333333333,0.07142857142857142,0.13333333333333333,0.09478836436955078,0.25,0.023809523809523808,0.025,-0.18844415212771537,-0.08333333333333331,-0.047619047619047616,-0.10833333333333334
NF-Corpus,PLAIN-3442,0.0,0.0,0.0,0.0,0.08879873949105598,0.5,0.034482758620689655,0.05,0.08879873949105598,0.5,0.034482758620689655,0.05
NF-Corpus,PLAIN-3452,0.5647652605605432,1.0,0.23529411764705882,0.36666666666666664,0.5377724739198166,1.0,0.23529411764705882,0.3071428571428571,-0.026992786640726574,0.0,0.0,-0.059523809523809534
NF-Corpus,PLAIN-3462,0.6975961695061491,1.0,0.109375,0.4979761904761905,0.5646138709309813,1.0,0.09375,0.3755555555555556,-0.13298229857516786,0.0,-0.015625,-0.12242063492063493
NF-Corpus,PLAIN-3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
